Title,Location,Company,Posting,Salary,Salary_Low,Salary_High,Unit,Currency
Supervisor Product Application/Bussiness Development,Jakarta Utara,PT Pratama Graha Semesta,7 hari yang lalu,Rp 6.000.000 – Rp 8.500.000 per month,6000000.0,8500000.0,month,IDR
Marketing Internship (Digital),Jakarta Selatan,Gokomodo,8 hari yang lalu,,,,,
Regional Performance Marketing Manager,Jakarta Pusat,Inspire Brands Asia,4 hari yang lalu,,,,,
Site Manager Electrical / Mechanical (Data Center),Jakarta Raya,PT Accesstech Super Jaya,28 hari yang lalu,,,,,
Senior Network Engineer Specialist,Jakarta Raya,"PT. Metrodata Electronics, Tbk",26 hari yang lalu,,,,,
ACCOUNT MANAGER (TOWER),Tangerang Selatan,PT Gihon Telekomunikasi Indonesia,27 hari yang lalu,,,,,
Client Advisor,Jakarta Raya,PT Mogems Putri International,28 hari yang lalu,Rp 5.396.761 – Rp 5.500.000 per month,5396761.0,5500000.0,month,IDR
Security Staff – PIK Avenue & ASHTA,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,,,,,
(Senior) Procurement Manager-Indonesia,Depok,LAZADA.CO.ID,21 hari yang lalu,,,,,
Aesthetics & Wellness Manager,Jakarta Raya,Vlife Medical,28 hari yang lalu,,,,,
GM SALES (FROZEN MEAT),Jakarta Utara,PT Sembilan Sejahtera,28 hari yang lalu,,,,,
"Sales Officer (Jakarta Timur, Depok, Bekasi)",Jakarta Raya,PT Sumber Kosmetika Indah,11 hari yang lalu,,,,,
Personal Assistant,Jakarta Utara,PT Cinta Tenis Akademi,29 hari yang lalu,Rp 8.000.000 – Rp 10.000.000 per month,8000000.0,10000000.0,month,IDR
Educational Consultant,Jakarta Raya,PT Potentia HR Consulting,27 hari yang lalu,,,,,
Data Engineer,Jakarta Selatan,PT Amman Mineral Nusa Tenggara,15 hari yang lalu,,,,,
Lecturer/Operations/Librarian/Laboran - Institute of Health Sciences,Jakarta Raya,,13 hari yang lalu,,,,,
HR Generalist / English Speaker,Jakarta Utara,PT. ARIS KEEP GOING,30+ hari yang lalu,Rp 7.000.000 – Rp 10.000.000 per month,7000000.0,10000000.0,month,IDR
Tax Staff,Jakarta Pusat,PT Sinarmas LDA Maritime,7 hari yang lalu,,,,,
Corporate Credit Analyst Supervisor,Jakarta Barat,PT Takari Kokoh Sejahtera,23 hari yang lalu,,,,,
Underwriting Property & Miscellaneous (Retail Business),Jakarta Selatan,PT Asuransi MSIG Indonesia,29 hari yang lalu,,,,,
Retail Area Manager,Jakarta Raya,Kurnia Ciptamoda Gemilang,23 hari yang lalu,,,,,
.Net Consultant,Jakarta Raya,Wilmar Group,28 hari yang lalu,,,,,
Area Sales Supervisor - CIANJUR/KENDARI/PADANG/MADIUN,Jakarta Raya,PT ABC KOGEN DAIRY,19 hari yang lalu,,,,,
Telemarketing,Jakarta Utara,PT Domino Printing Indonesia,23 hari yang lalu,,,,,
Estate Department Head,Jakarta Raya,CIPUTRA GROUP,29 hari yang lalu,,,,,
Building Manager,Jakarta Utara,,30+ hari yang lalu,,,,,
Secretary to Director,Jakarta Pusat,PT Ega Tekelindo Prima,6 hari yang lalu,,,,,
Digital Marketing Supervisor,Jakarta Selatan,PT Piaggio Indonesia,14 hari yang lalu,,,,,
Sales Associate (Fresh Graduate Hire),Jakarta Pusat,movus technologies Inc.,20 hari yang lalu,Rp 5.500.000 – Rp 6.000.000 per month,5500000.0,6000000.0,month,IDR
HR Remuneration Supervisor,Kemayoran,PT Tangkas Cipta Optimal,7 hari yang lalu,,,,,
Loading Unloading Officer (Marunda),Jakarta Utara,"PT SMART,Tbk",21 hari yang lalu,,,,,
STAFF HALAL,Jakarta Raya,PT Pandurasa Kharisma,21 hari yang lalu,,,,,
Branch Manager,Jakarta Raya,PT Mensa Binasukses,19 hari yang lalu,,,,,
DIGITAL MARKETING,Jakarta Pusat,PT Adhi Cakra Utama Mulia,13 hari yang lalu,,,,,
"Fullstack Developer (React.Js, Next.Js, Golang)",Jakarta Raya,PT Achiera Global Utama,15 hari yang lalu,,,,,
HR Supervisor (For Sister Company),Jakarta Pusat,PT Bara Alam Utama,15 hari yang lalu,,,,,
System Support Coordinator,Jakarta Selatan,PT Daraya Gayanti Grup,29 hari yang lalu,Rp 6.000.000 – Rp 7.500.000 per month,6000000.0,7500000.0,month,IDR
Telesales,Jakarta Raya,PT Finture Tech Indonesia,22 hari yang lalu,,,,,
IT System Analyst (Banking),Jakarta Selatan,PT Lawencon Internasional,22 hari yang lalu,,,,,
Host Live Streaming - FULL TIME WFO,Jakarta Utara,Kelontongunik,18 hari yang lalu,Rp 6.000.000 – Rp 9.000.000 per month,6000000.0,9000000.0,month,IDR
Project Manager (Software),Jakarta Raya,PT Datacaraka Solusindo,11 hari yang lalu,Rp 16.666.667 – Rp 25.000.000 per month,16666667.0,25000000.0,month,IDR
Credit Analyst Supervisor (Corporate Financing),Jakarta Selatan,PT KDB Tifa Finance Tbk,8 hari yang lalu,,,,,
AGENT CLAIM - JAKARTA BARAT,Kalideres,PT Mitracomm Ekasarana,30+ hari yang lalu,,,,,
Export Import Staff,Jakarta Selatan,PT Lock & Lock Indonesia,22 hari yang lalu,,,,,
Sales Representative (Tambun Bekasi),Bekasi Barat,PT DSL INDONESIA,11 hari yang lalu,Rp 5.100.000 – Rp 6.000.000 per month,5100000.0,6000000.0,month,IDR
Network Engineer,Jakarta Pusat,PT Bursa Komoditi Dan Derivatif Indonesia,12 hari yang lalu,,,,,
Engineering Staff – Menara Jakarta,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,,,,,
Key Account Development (Keep & Grow),Tangerang Selatan,PT ISS INDONESIA (Bintaro),16 hari yang lalu,,,,,
Content Marketing Intern,Jakarta Raya,PT Global Tiket Network,30+ hari yang lalu,,,,,
Legal and Compliance Assistant Manager Manufacture - Cibitung - WFO (ID: 683680),Cibitung,PT. PERSOLKELLY Recruitment Indonesia,6 hari yang lalu,Rp 12.000.000 – Rp 13.000.000 per month,12000000.0,13000000.0,month,IDR
Senior External Sales Engineer,Bekasi,,23 hari yang lalu,Rp 13.500.000 – Rp 20.000.000 per month,13500000.0,20000000.0,month,IDR
Credit Risk Policy Supervisor,Jakarta Raya,PT Akulaku Silvrr Indonesia,28 hari yang lalu,,,,,
Legal & Compliance,Jakarta Selatan,PT China Taiping Insurance Indonesia,15 hari yang lalu,,,,,
Project Manager,Jakarta Raya,PT Trust Recruit Indonesia,19 hari yang lalu,Rp 15.000.000 – Rp 20.000.000 per month,15000000.0,20000000.0,month,IDR
IT Business Analyst,Jakarta Raya,PT Adi Data Informatika,9 hari yang lalu,,,,,
AMAG Graduated Program (Management Trainee),Jakarta Raya,PT Asuransi Multi Artha Guna Tbk,16 hari yang lalu,,,,,
Compensation Benefit Supervisor,Jakarta Raya,,21 hari yang lalu,,,,,
IT End User Support (Jakarta),Jakarta Selatan,"PT SMART,Tbk",25 hari yang lalu,,,,,
Business Analyst Senior Staff,Jakarta Raya,PT Bayan Resources,30+ hari yang lalu,,,,,
Modern Trade Consultant - Jakarta,Jakarta Raya,PT Jotun Indonesia,29 hari yang lalu,,,,,
Security & Parking Supervisor – Menara Jakarta,Jakarta Raya,ASRI (a subsidiary of Agung Sedayu Group),30+ hari yang lalu,,,,,
City Manager - Nationwide,Jakarta Raya,Xiaomi Technology,20 hari yang lalu,,,,,
SR. ACCOUNTING OFFICER,Jakarta Raya,PT Meindo Elang Indah,22 hari yang lalu,,,,,
Coffee Trainer & Development Lead (mobile Jakarta & Surabaya),Jakarta Pusat,PT Kapal Api Global,14 hari yang lalu,,,,,
Maintenance Supervisor (Jabodetabek),Jakarta Selatan,PT Jaya Digital Properti,19 hari yang lalu,,,,,
IT ACCOUNT MANAGER,Tangerang,"TECHNOLOGY SOLUTIONS INDONESIA, PT",12 hari yang lalu,,,,,
"Permit, License and Certification Personnel (Contract Based)",Jakarta Raya,PT Worley Sea Indonesia,15 hari yang lalu,,,,,
Business Unit Business Partner (BUBP) Mandarin Speaker,Jakarta Raya,PT DIAN GRAHA ELEKTRIKA,27 hari yang lalu,,,,,
Operation Assistant,Jakarta Selatan,PT Artha Permata Makmur,27 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month,5000000.0,7000000.0,month,IDR
Lowongan Kerja Oil Transfer Control,Jakarta Raya,"PT SMART,Tbk",30+ hari yang lalu,,,,,
ERP Project Manager,Jakarta Pusat,PT Hashmicro Solusi Indonesia,28 hari yang lalu,,,,,
Senior Litigation Lawyer,Jakarta Raya,PT. River Hope Consulting Indonesia,4 hari yang lalu,Rp 15.000.000 – Rp 17.000.000 per month,15000000.0,17000000.0,month,IDR
"IMPORT, PURCHASING & AE0 ASSISTANT MANAGER",Jakarta Raya,,16 hari yang lalu,Rp 8.000.000 – Rp 10.000.000 per month,8000000.0,10000000.0,month,IDR
Business Development Manager,Jakarta Pusat,,29 hari yang lalu,,,,,
Key Account Executive (NKA & MTI),Jakarta Raya,"PT. Central Proteina Prima, Tbk",29 hari yang lalu,,,,,
Live Streaming Supervisor,Jakarta Utara,PT Miniso Lifestyle Trading Indonesia (Miniso Indonesia),16 hari yang lalu,,,,,
Accounting Supervisor - International Business (Export),Jakarta Barat,PT Ultra Prima Abadi (Orang Tua Group),29 hari yang lalu,Rp 7.500.000 – Rp 10.000.000 per month,7500000.0,10000000.0,month,IDR
Supervisor Mechanical Electrical,Jakarta Barat,PT Draco Internasional,13 hari yang lalu,,,,,
Euromedica Group - Internship Program,Jakarta Selatan,EUROMEDICA GROUP,1 hari yang lalu,,,,,
Apprenticeship - Product Marketing,Jakarta Selatan,PT Prudential Life Assurance,22 hari yang lalu,,,,,
"Sales Officer (Jakarta Timur, Depok, Bekasi)",Jakarta Raya,PT Sumber Kosmetika Indah,11 hari yang lalu,,,,,
Staff Color Matching,Jakarta Timur,PT Cosmax Indonesia,5 hari yang lalu,Rp 5.500.000 – Rp 6.500.000 per month,5500000.0,6500000.0,month,IDR
IT Support & Network Engineer,Jakarta Raya,PT Kolink Network Solutions,1 hari yang lalu,,,,,
Supervisor Sales Admin and Customer Services,Kecamatan Tangerang,,3 hari yang lalu,,,,,
Service Coordinator - Service Division,Jakarta Selatan,PT Atlas Copco Indonesia,29 hari yang lalu,,,,,
Cost & Operations Controller,Jakarta Pusat,"PT SMART,Tbk",13 hari yang lalu,,,,,
Sales Staff,Jakarta Raya,PT Hanwa Indonesia,13 hari yang lalu,Rp 6.000.000 – Rp 8.000.000 per month,6000000.0,8000000.0,month,IDR
Key Account Executive (F&B Snack),Jakarta Barat,PT Upartners Sukses Bersama,28 hari yang lalu,Rp 6.000.000 – Rp 7.000.000 per month,6000000.0,7000000.0,month,IDR
Business Development Manager - Retail,Jakarta Selatan,EBS Nasional Indonesia,17 hari yang lalu,Rp 15.000.000 – Rp 22.500.000 per month,15000000.0,22500000.0,month,IDR
Call Center Inbound (Online Beauty Consultant),Jakarta Raya,PT Gaya Ragam Moderen,28 hari yang lalu,,,,,
Apprenticeship - Product Development,Jakarta Selatan,PT Prudential Life Assurance,19 hari yang lalu,,,,,
Credit Analyst,Jakarta Raya,PT Trinusa Travelindo,30+ hari yang lalu,,,,,
Marketing Support - Jakarta - WFO (ID: 683261),Jakarta Raya,PT. PERSOLKELLY Recruitment Indonesia,14 hari yang lalu,Rp 8.000.000 – Rp 10.000.000 per month,8000000.0,10000000.0,month,IDR
Assistant Director (Legal Affairs),Jakarta Pusat,PT. SINO ZONE INDUSTRY INDONESIA,8 hari yang lalu,Rp 13.000.000 – Rp 15.000.000 per month,13000000.0,15000000.0,month,IDR
Project Coordinator,Jakarta Utara,PT Target Teguh Perkasa Mandiri,6 hari yang lalu,Rp 5.000.000 – Rp 7.500.000 per month,5000000.0,7500000.0,month,IDR
ACCOUNT MANAGER (TOWER),Tangerang Selatan,PT Gihon Telekomunikasi Indonesia,27 hari yang lalu,,,,,
TAX STAFF,Jakarta Pusat,PT Meindo Elang Indah,29 hari yang lalu,,,,,
Chief Engineering,Jakarta Selatan,PT MEGAPLAZA,6 hari yang lalu,,,,,
Key Account Manager - Cessa,Jakarta Raya,PT HYPEFAST KARYA NUSANTARA,29 hari yang lalu,,,,,
Data Analyst - Driver Risk,Jakarta Raya,PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),30+ hari yang lalu,,,,,
Senior Operation Manager (Mall),Jakarta Utara,ASRI (a subsidiary of Agung Sedayu Group),20 hari yang lalu,,,,,
Sales Manager - Steel Manufacture - Cikarang (B-122853),Cikarang Pusat,RGF HR Agent Indonesia,12 hari yang lalu,Rp 14.000.000 – Rp 20.000.000 per month,14000000.0,20000000.0,month,IDR
Floor Captain - Bar Concept,Jakarta Raya,ISMAYA GROUP,21 hari yang lalu,,,,,
Sales Agent (FREELANCE),Jakarta Raya,,29 hari yang lalu,Rp 1.000.000 – Rp 1.500.000 per month,1000000.0,1500000.0,month,IDR
MEDICAL DEVICE SALES REPRESENTATIVES (JAKARTA),Jakarta Raya,Revass Utama Medika PT,28 hari yang lalu,,,,,
Customer Experience Manager – Luxury Brand,Jakarta Selatan,EUROMEDICA GROUP,15 hari yang lalu,,,,,
FINANCE AND ADMIN MANAGER,Jakarta Utara,PT Agro Tradisi,8 hari yang lalu,,,,,
Security & Parking Staff – Menara Jakarta,Kemayoran,ASRI (a subsidiary of Agung Sedayu Group),15 hari yang lalu,,,,,
Technical Sales Engineer,Cileungsi,PT Sika Indonesia,12 hari yang lalu,,,,,
Digital Marketing Assistant,Tangerang,PT Home Doki Teknologi,15 hari yang lalu,Rp 5.000.000 – Rp 5.500.000 per month,5000000.0,5500000.0,month,IDR
Key Account Manager - Cessa,Jakarta Raya,PT HYPEFAST KARYA NUSANTARA,29 hari yang lalu,,,,,
Floor Captain - Bar Concept,Jakarta Raya,ISMAYA GROUP,21 hari yang lalu,,,,,
Senior Account Executive,Jakarta Barat,PT. Mitra Iswara & Rorimpandey,14 hari yang lalu,Rp 7.000.000 – Rp 10.000.000 per month,7000000.0,10000000.0,month,IDR
MEDICAL DEVICE SALES REPRESENTATIVES (JAKARTA),Jakarta Raya,Revass Utama Medika PT,28 hari yang lalu,,,,,
Data Analyst - Driver Risk,Jakarta Raya,PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),30+ hari yang lalu,,,,,
Account Head (Sales),Jakarta Raya,PT Serasi Autoraya (Member of Astra),23 hari yang lalu,,,,,
CS AIR EXPORT STAFF,Tangerang,PT NNR RPX Global Logistics Indonesia,6 hari yang lalu,,,,,
Estate Manager (BSD),Tangerang Selatan,,23 hari yang lalu,,,,,
New Hotel Opening Revenue Specialist - Indonesia,Jakarta Raya,IHG Hotels & Resorts,26 hari yang lalu,,,,,
SOP Supervisor,Jakarta Barat,PT Takari Kokoh Sejahtera,15 hari yang lalu,,,,,
GA - Asset Manager,Jakarta Selatan,Sekolah Cikal,29 hari yang lalu,,,,,
Credit Analyst,Jakarta Raya,PT Trinusa Travelindo,30+ hari yang lalu,,,,,
Relationship Manager Priority,Jakarta Pusat,"PT Bank Permata, Tbk",20 hari yang lalu,,,,,
Product Manager,Jakarta Raya,PT Integritas Dinamika Indonesia,5 hari yang lalu,Rp 20.000.000 – Rp 30.000.000 per month,20000000.0,30000000.0,month,IDR
Requirement Analyst - IIoT (Forestry and Agriculture),Tangerang Selatan,PT Trust Recruit Indonesia,13 hari yang lalu,,,,,
BIM Modeller,Jakarta Barat,PT Draco Internasional,27 hari yang lalu,,,,,
Analis Staff,Jakarta Selatan,PT. Fluida Teknika,18 hari yang lalu,,,,,
Business Development Intern,Jakarta Utara,PT. Kredit Utama Fintech Indonesia,7 hari yang lalu,"IDR 2,500,000 - 3,000,000",2500000.0,3000000.0,,
Sales Showroom (JAKARTA),Jakarta Raya,Malinda Furniture Gallery (PT Andreti International),16 hari yang lalu,Rp 7.000.000 – Rp 8.000.000 per month,7000000.0,8000000.0,month,IDR
Sales Merchandiser,Jakarta Utara,PT Classic Fine Foods Indonesia,13 hari yang lalu,,,,,
Account Executive,Jakarta Utara,PT INSERASENA (POLYGON GROUP),29 hari yang lalu,,,,,
Site Engineer,Jakarta Raya,BMB & A J/S COMPANY,5 hari yang lalu,,,,,
Marine Surveyor and Adjuster (Chemical Engineering),Jakarta Raya,PT Radita Hutama Internusa,12 hari yang lalu,,,,,
Retail Sales Account Officer (Car),Jakarta Timur,PT. Shinhan Indo Finance,28 hari yang lalu,,,,,
Claims Officer – General Insurance,Tangerang Selatan,PT Rahmat Pialang Asuransi,4 hari yang lalu,,,,,
Data Warehouse Engineer,Jakarta Pusat,PT Bali Towerindo Sentra Tbk,9 hari yang lalu,,,,,
Social Media Designer,Jakarta Pusat,PT TRI SUKSES WANATAMA,9 hari yang lalu,,,,,
Visa & Document Staff,Jakarta Pusat,PT Traxist Kreatif Indonesia,5 hari yang lalu,Rp 5.000.000 – Rp 6.500.000 per month,5000000.0,6500000.0,month,IDR
ENGLISH TEACHER (ESL),Jakarta Selatan,SPM,13 hari yang lalu,,,,,
Change Management,Tangerang,ASIA PULP AND PAPER,12 hari yang lalu,,,,,
VP Engineering (IT),Jakarta Raya,PT Trust Recruit Indonesia,26 hari yang lalu,Rp 40.000.000 – Rp 50.000.000 per month,40000000.0,50000000.0,month,IDR
Depo Manager,Jakarta Utara,PT GFC Indonesia Terminal,21 hari yang lalu,Rp 12.000.000 – Rp 15.000.000 per month,12000000.0,15000000.0,month,IDR
Credit Analyst Supervisor (Corporate Financing),Jakarta Selatan,PT KDB Tifa Finance Tbk,8 hari yang lalu,,,,,
Waiter/waitress,Kalideres,Kawan Lama Group,30+ hari yang lalu,,,,,
Educational Consultant,Jakarta Raya,PT Potentia HR Consulting,27 hari yang lalu,,,,,
Social Media Specialist,Jakarta Raya,PT Mitra Belanja Anda,27 hari yang lalu,,,,,
System Engineer (Infrastructure/Security),Jakarta Raya,PT JAC Consulting Indonesia,29 hari yang lalu,Rp 9.000.000 – Rp 13.000.000 per month,9000000.0,13000000.0,month,IDR
Apprenticeship - Cost Control,Jakarta Raya,PT Prudential Life Assurance,28 hari yang lalu,,,,,
Technical Sales Engineer,Cileungsi,PT Sika Indonesia,12 hari yang lalu,,,,,
Technical Support (Electronic Product),Jakarta Barat,PT. Hisense International Indonesia,18 hari yang lalu,,,,,
Accounting (R2R Analyst),Jakarta Raya,"PT SMART,Tbk",7 hari yang lalu,,,,,
Marketing Communication (Brand & Digital),Jakarta Selatan,PT Haju Medical Indonesia,1 hari yang lalu,,,,,
Lecturer/Operations/Librarian/Laboran - Institute of Health Sciences,Jakarta Raya,,13 hari yang lalu,,,,,
Retail Area Manager,Jakarta Raya,Kurnia Ciptamoda Gemilang,23 hari yang lalu,,,,,
Lead Generation,Tangerang,CV Indopromosi,2 hari yang lalu,Rp 6.000.000 – Rp 7.000.000 per month,6000000.0,7000000.0,month,IDR
Estate Department Head,Jakarta Raya,CIPUTRA GROUP,29 hari yang lalu,,,,,
.Net Consultant,Jakarta Raya,Wilmar Group,28 hari yang lalu,,,,,
STAFF HALAL,Jakarta Raya,PT Pandurasa Kharisma,21 hari yang lalu,,,,,
Branch Manager,Jakarta Raya,PT Mensa Binasukses,19 hari yang lalu,,,,,
Sales Executive (Staff Level),Tangerang,ADR Group Of Companies (PT Selamat Sempurna Tbk.),13 hari yang lalu,,,,,
Finance Manager,Jakarta Raya,PT ZFAG Aftermarket Jakarta,29 hari yang lalu,,,,,
Project Manager (Software),Jakarta Raya,PT Datacaraka Solusindo,11 hari yang lalu,Rp 16.666.667 – Rp 25.000.000 per month,16666667.0,25000000.0,month,IDR
TEAM LEADER,Jakarta Utara,PT. Mitra Kreasi Natural,11 hari yang lalu,Rp 5.000.000 – Rp 5.500.000 per month,5000000.0,5500000.0,month,IDR
IT Data Center Operator,Tangerang,PT Visionet Data Internasional,6 hari yang lalu,,,,,
Product Manager,Jakarta Utara,,22 hari yang lalu,Rp 15.000.000 – Rp 20.000.000 per month,15000000.0,20000000.0,month,IDR
"Fullstack Developer (React.Js, Next.Js, Golang)",Jakarta Raya,PT Achiera Global Utama,15 hari yang lalu,,,,,
IT Support,Jakarta Utara,PT Domino Printing Indonesia,15 hari yang lalu,,,,,
Area Sales Supervisor - CIANJUR/KENDARI/PADANG/MADIUN,Jakarta Raya,PT ABC KOGEN DAIRY,19 hari yang lalu,,,,,
IT System Analyst (Banking),Jakarta Selatan,PT Lawencon Internasional,22 hari yang lalu,,,,,
Telesales,Jakarta Raya,PT Finture Tech Indonesia,22 hari yang lalu,,,,,
Industrial Relation Staff,Jakarta Pusat,PT Miniso Lifestyle Trading Indonesia (Miniso Indonesia),20 hari yang lalu,,,,,
Operations Specialist - Jabodetabek,Jakarta Raya,PT Xanhsm Green And Smart Mobility Indonesia,15 hari yang lalu,,,,,
Exhibition 3D Designer,Jakarta Barat,CV. KAMIJAYA BROTHERS,27 hari yang lalu,,,,,
Freelance Trainers Collaboration Staff,Jakarta Utara,PT Sands Bosum Sekolah Bisnis Indonesia,15 hari yang lalu,,,,,
Vice General Manager,Jakarta Utara,PT Deli Group Indonesia,13 hari yang lalu,,,,,
Export Import Staff,Jakarta Selatan,PT Lock & Lock Indonesia,22 hari yang lalu,,,,,
Development Officer (Marketing & Partnership : Corporate Membership & Patronage),Jakarta Barat,Museum MACAN (Modern and Contemporary Art in Nusantara),15 hari yang lalu,,,,,
IT Network Operation,Jakarta Raya,"PT SMART,Tbk",13 hari yang lalu,,,,,
Talent Acquisition Officer (Contract),Jakarta Barat,PT Chandra Asri Pacific Tbk,16 hari yang lalu,,,,,
Procurement Staff,Jakarta Selatan,PT. ESCO Teknologi Integrasi,16 hari yang lalu,,,,,
Media Relation Coordinator,Jakarta Pusat,PT Prodia Widyahusada Tbk,15 hari yang lalu,,,,,
Collection Officer (Finance Division),Jakarta Raya,PT Asuransi Raksa Pratikara,25 hari yang lalu,Rp 6.250.000 – Rp 8.000.000 per month,6250000.0,8000000.0,month,IDR
Area Sales Supervisor GT MT - Jabodetabekkar,Jakarta Raya,ASIA PULP AND PAPER,26 hari yang lalu,,,,,
IT End User Support (Jakarta),Jakarta Selatan,"PT SMART,Tbk",25 hari yang lalu,,,,,
IT Staff,Jakarta Selatan,KNIGHT FRANK,13 hari yang lalu,,,,,
Merchandiser (Garment Industry),Jakarta Utara,PT. TPINC TRADING JAKARTA,25 hari yang lalu,Rp 7.000.000 – Rp 9.000.000 per month,7000000.0,9000000.0,month,IDR
Senior/ Retail Associate – Läderach,Jakarta Pusat,Valiram Group (PT Dunia Luxindo),23 hari yang lalu,Rp 5.600.000 – Rp 6.500.000 per month,5600000.0,6500000.0,month,IDR
Maintenance Supervisor (Jabodetabek),Jakarta Selatan,PT Jaya Digital Properti,19 hari yang lalu,,,,,
Procurement Import Manager,Jakarta Barat,PT Indosps Bogatama Sukses,19 hari yang lalu,Rp 13.000.000 – Rp 16.000.000 per month,13000000.0,16000000.0,month,IDR
Front End Programmer,Jakarta Raya,PT Amber Solusi Internasional,26 hari yang lalu,,,,,
Direct Procurement Manager,Jakarta Barat,Cimory Group,20 hari yang lalu,,,,,
Crew Support Staff,Jakarta Selatan,PT BBN Airlines Indonesia,22 hari yang lalu,,,,,
Retail Operation Manager,Jakarta Pusat,PT MGI GAYA HIDUP MANAJEMEN,21 hari yang lalu,Rp 17.000.000 – Rp 19.000.000 per month,17000000.0,19000000.0,month,IDR
Tax Resolution Specialist,Jakarta Pusat,Karyamas Plantation,28 hari yang lalu,,,,,
Operation Improvement (Agronomy Industrial),Jakarta Raya,"PT SMART,Tbk",22 hari yang lalu,,,,,
Operation Assistant,Jakarta Selatan,PT Artha Permata Makmur,27 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month,5000000.0,7000000.0,month,IDR
Polymer Sales Account Executive Officer,Jakarta Barat,PT Chandra Asri Pacific Tbk,22 hari yang lalu,,,,,
Promotion Supervisor,Jakarta Selatan,"PT Agung Podomoro Land, Tbk (Agung Podomoro Group)",30+ hari yang lalu,Rp 8.000.000 – Rp 10.000.000 per month,8000000.0,10000000.0,month,IDR
System Analyst (Fresh Graduate),Jakarta Pusat,PT Hashmicro Solusi Indonesia,30+ hari yang lalu,,,,,
QA Automation Tester (Playwright),Jakarta Raya,Vouch SG Pte Ltd,21 hari yang lalu,"Rp 15,000,000 – Rp 20,000,000 per month",15000000.0,20000000.0,month,IDR
Supply Chain Commercial (Procurement) Lead,Jakarta Raya,PT Chandra Asri Pacific Tbk,27 hari yang lalu,,,,,
IT Business Analyst,Jakarta Pusat,PT Salva Teknologi Digital,26 hari yang lalu,Rp 10.000.000 – Rp 14.000.000 per month,10000000.0,14000000.0,month,IDR
Payroll Specialist,Tangerang,Panorama JTB Tours Indonesia,29 hari yang lalu,,,,,
Community Referral (Jabodetabek),Jakarta Raya,Siloam Hospitals Group (Tbk),21 hari yang lalu,,,,,
SOP Officer,Jakarta Selatan,"PT Tower Bersama Infrastructure, Tbk",29 hari yang lalu,,,,,
Marketing Intern,Jakarta Selatan,RELX International Enterprise HK Limited,29 hari yang lalu,"Rp 1,920,000 – Rp 2,640,000 per month",1920000.0,2640000.0,month,IDR
"Specialist, Security (Contract Administrator)",Serpong,ASIA PULP AND PAPER,20 hari yang lalu,,,,,
Production Planner,Jakarta Selatan,PT Halley & Mellowes Australasia,26 hari yang lalu,,,,,
SAP TRAINEE PROGRAM,Jakarta Barat,"PT. Metrodata Electronics, Tbk",15 hari yang lalu,,,,,
Decorative Retail Consultant - West Java,Bekasi,PT Jotun Indonesia,29 hari yang lalu,,,,,
Telemarketing,Jakarta Utara,PT Domino Printing Indonesia,23 hari yang lalu,,,,,
Loading Unloading Officer (Marunda),Jakarta Utara,"PT SMART,Tbk",21 hari yang lalu,,,,,
Host Live Streaming - FULL TIME WFO,Jakarta Utara,Kelontongunik,18 hari yang lalu,Rp 6.000.000 – Rp 9.000.000 per month,6000000.0,9000000.0,month,IDR
REGULATORY STAFF,Jakarta Raya,PT Pandurasa Kharisma,21 hari yang lalu,,,,,
Staff Tender Specialist,Jakarta Utara,PT Berkat Sumber Rizki,5 hari yang lalu,Rp 7.000.000 – Rp 9.000.000 per month,7000000.0,9000000.0,month,IDR
Marketing Staff,Kembangan,PT. EoS Maju Bersama,7 hari yang lalu,Rp 5.000.000 – Rp 6.500.000 per month,5000000.0,6500000.0,month,IDR
QA Automation Tester (Playwright),Jakarta Raya,Vouch SG Pte Ltd,21 hari yang lalu,"Rp 15,000,000 – Rp 20,000,000 per month",15000000.0,20000000.0,month,IDR
Building Manager,Jakarta Utara,,30+ hari yang lalu,,,,,
English Customer Service Experience (JAKARTA),Jakarta Selatan,Teleperformance,13 hari yang lalu,,,,,
Business Development Program,Jakarta Barat,PT Star Cosmos,6 hari yang lalu,,,,,
Government Relations Manager,Jakarta Raya,EBS Nasional Indonesia,11 hari yang lalu,Rp 27.000.000 – Rp 35.000.000 per month,27000000.0,35000000.0,month,IDR
Project Manager,Jakarta Barat,PT Avip Interiors,21 hari yang lalu,,,,,
Procurement & Export-Import Specialist,Tangerang,PT Airfast Indonesia,7 hari yang lalu,,,,,
Fit Out Mall,Bekasi,PT MBH Management,7 hari yang lalu,,,,,
People & Culture Coordinator (only 5 months contract for maternity cover),Jakarta Selatan,PT Inova Pharmaceuticals Indonesia,6 hari yang lalu,Rp 8.000.000 – Rp 11.000.000 per month,8000000.0,11000000.0,month,IDR
VISA STAFF,Jakarta Raya,PT OS Selnajaya Indonesia,9 hari yang lalu,,,,,
Work Permit Staff,Jakarta Selatan,PT Indonesia Weda Bay Industrial Park,8 hari yang lalu,,,,,
UI/ UX Wordpress Designer,Cikarang Selatan,PT Cahaya Jakarta,7 hari yang lalu,,,,,
